,network,station,longitude,latitude,start_date,end_date,sid,x,y,flag
0,BK,BBEB,-122.32975,37.821594,2002-09-10T02:54:00.000000Z,2007-11-20T01:30:00.000000Z,BK.BBEB,42201.02439883375,46929.60891580164,True
1,BK,BDM,-121.86554,37.95397,1998-11-12T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,BK.BDM,54177.39359096579,5213.653253821576,True
2,BK,BKS,-122.23558,37.87622,1987-05-05T00:00:00.000000Z,1991-03-09T00:00:00.000000Z,BK.BKS,42153.48368831818,36660.08527126339,True
5,BK,BL67,-122.243179,37.87492,2011-04-15T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,BK.BL67,41878.37580734571,37286.31648639084,True
6,BK,BL88,-122.254288,37.877151,2011-01-25T21:00:00.000000Z,3000-01-01T00:00:00.000000Z,BK.BL88,41104.63181814799,37932.84801727226,True
7,BK,BRIB,-122.15179,37.91886,1995-06-23T16:00:00.000000Z,2014-12-16T03:00:00.000000Z,BK.BRIB,42636.08478646798,27914.31982512284,True
9,BK,BRK,-122.260986,37.87352,1996-08-16T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,BK.BRK,41085.46775964986,38646.55860476577,True
10,BK,BUCI,-122.57818,38.13688,2022-08-26T21:00:00.000000Z,3000-01-01T00:00:00.000000Z,BK.BUCI,1059.9814076047514,43998.78898560516,True
11,BK,CMAB,-122.229141,38.06892,2009-12-16T22:00:00.000000Z,2019-10-27T16:06:00.000000Z,BK.CMAB,25156.04603452127,23662.2325310472,True
12,BK,CMSB,-122.25168,37.87195,1994-12-19T20:15:00.000000Z,2010-12-15T19:42:00.000000Z,BK.CMSB,41706.82248512327,38085.52429877044,True
14,BK,CRQB,-122.224869,38.055779,1996-07-04T01:40:00.000000Z,2010-05-17T19:00:00.000000Z,BK.CRQB,26557.642626361026,24213.516939094625,True
15,BK,HERB,-122.26217,38.01239,2001-09-18T23:44:00.000000Z,3000-01-01T00:00:00.000000Z,BK.HERB,28539.125768356767,29690.32481073017,True
16,BK,JRSC,-122.23868,37.40373,1994-06-30T21:20:00.000000Z,3000-01-01T00:00:00.000000Z,BK.JRSC,84477.3160244927,67630.93129156422,True
17,BK,LLNL,-121.71675,37.68188,2022-04-07T00:33:00.000000Z,3000-01-01T00:00:00.000000Z,BK.LLNL,86361.3650032265,12154.201396107987,True
21,BK,MHDL,-122.49431,37.84232,2006-05-17T23:00:00.000000Z,3000-01-01T00:00:00.000000Z,BK.MHDL,31824.29877580644,57297.4735177438,True
22,BK,OHLN,-122.27299,38.00625,2001-10-05T00:00:00.000000Z,2011-08-16T21:24:37.000000Z,BK.OHLN,28533.770755064346,30859.72847180948,True
24,BK,OXMT,-122.42431,37.49936,2003-12-20T00:10:00.000000Z,3000-01-01T00:00:00.000000Z,BK.OXMT,66240.93832001464,74694.90511082229,True
25,BK,PETB,-122.501099,38.1189,2010-09-10T01:00:00.000000Z,3000-01-01T00:00:00.000000Z,BK.PETB,6653.032250668315,39711.64382001804,True
26,BK,PINL,-122.36602,38.01,2018-10-23T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,BK.PINL,23400.818743154203,37230.23368152215,True
28,BK,RB2B,-122.403137,37.93335,2009-11-06T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,BK.RB2B,28369.23684918756,44868.345313444355,True
29,BK,RFSB,-122.3361,37.91608,1996-01-29T22:00:00.000000Z,3000-01-01T00:00:00.000000Z,BK.RFSB,33383.04160935999,41224.331702536474,True
30,BK,RSRB,-122.44648,37.935749,1997-06-07T00:00:00.000000Z,2001-04-20T00:00:00.000000Z,BK.RSRB,25913.659355101205,47794.158352674516,True
31,BK,SBRN,-122.41127,37.68561,2002-08-15T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,BK.SBRN,50195.25137827477,61610.4146310316,True
32,BK,SCCB,-121.86422,37.28744,2000-04-28T11:17:00.000000Z,2012-10-05T00:00:00.000000Z,BK.SCCB,114352.14070796387,48261.04800471978,True
34,BK,SM2B,-122.11022,37.838744,2007-03-06T00:38:00.000000Z,2007-05-22T22:22:00.000000Z,BK.SM2B,51987.253995297804,30154.607936362194,True
36,BK,SMCB,-122.111588,37.83881,1997-12-19T00:00:00.000000Z,2007-06-26T19:00:00.000000Z,BK.SMCB,51910.84038467393,30247.973554779383,True
37,BK,STAN,-122.175079,37.403931,1991-08-20T00:20:00.000000Z,1994-06-30T15:06:00.000000Z,BK.STAN,87759.8288426789,63054.99467732968,True
38,BK,SVIN,-122.52632,38.03318,2003-08-05T17:51:00.000000Z,3000-01-01T00:00:00.000000Z,BK.SVIN,13042.033165639303,47101.66582846132,True
40,BK,VAK,-122.248894,37.877525,2010-08-31T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,BK.VAK,41349.30379514741,37524.0851444738,True
41,BK,VALB,-122.275299,38.121498,2005-11-27T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,BK.VALB,18054.018816351963,23519.823102648726,True
42,BK,W02B,-122.386322,37.791119,2003-06-18T00:00:00.000000Z,2011-02-04T00:27:00.000000Z,BK.W02B,42012.54949611403,52948.59922343996,True
43,BK,WENL,-121.75697,37.62211,1997-06-21T01:11:00.000000Z,1997-07-24T17:50:00.000000Z,BK.WENL,89690.9372528932,18902.324646844107,True
46,BK,YBIB,-122.35923,37.814201,1996-06-28T23:25:00.000000Z,1998-02-08T19:07:00.000000Z,BK.YBIB,41340.936263225245,49512.60032124101,True
48,CE,57031,-121.9548,37.3925,2003-05-01T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57031,100197.74630209905,47975.07427889023,True
49,CE,57064,-121.919,37.53,2003-05-01T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57064,89655.00566679546,36493.66555609681,True
50,CE,57191,-121.7153,37.3381,2013-07-15T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57191,117472.61185690382,34253.76841943591,True
51,CE,57201,-121.6844,37.7009,2009-01-30T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57201,86303.76210456179,8604.77116442001,True
52,CE,57213,-121.9689,37.5529,2010-10-05T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57213,85016.39230862826,38590.52986116427,True
53,CE,57227,-121.7164,37.6811,2003-09-25T00:00:00.000000Z,2022-06-15T00:00:00.000000Z,CE.57227,86449.75338514542,12179.462781349197,True
54,CE,57252,-121.7172,37.6911,2009-01-29T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57252,85505.82990216988,11591.014340002272,True
55,CE,57253,-121.7005,37.6869,2009-01-29T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57253,86742.06028416014,10663.949454288668,True
56,CE,57254,-121.7029,37.6724,2009-01-29T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57254,87928.19961630806,11772.466992342685,True
57,CE,57299,-121.998,37.338,2005-08-24T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57299,102872.19843210814,54615.02232537527,True
58,CE,57307,-121.935,37.744,2005-11-03T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57307,69541.75476869516,23776.538367050824,True
59,CE,57311,-121.9725,37.5513,2006-04-10T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57311,84974.74787924645,38952.500089339475,True
60,CE,57333,-121.9071,37.3555,2011-05-02T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57333,105998.84502673181,46941.531895234795,True
61,CE,57370,-121.764,37.2903,2008-06-25T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57370,119273.61096569401,40853.05052894571,True
62,CE,57371,-121.8289,37.273,2008-06-24T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57371,117480.78757503236,46650.312683733886,True
63,CE,57384,-121.9612,37.5088,2009-06-04T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57384,89387.52178221435,40896.655659935466,True
64,CE,57392,-121.9579,37.557,2008-10-08T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57392,85214.61509941738,37535.664271400194,True
65,CE,57426,-121.831,37.9722,2003-07-16T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57426,54302.437292418406,1567.437607425567,True
66,CE,57428,-121.9877,37.5004,2013-03-14T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57428,88775.62963796123,43343.35530291643,True
67,CE,57431,-121.949,37.524,2009-05-13T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57431,88647.6710945583,39035.80914438782,True
68,CE,57432,-121.9542,37.7017,2009-05-11T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57432,72365.79222835894,27892.093446638777,True
69,CE,57444,-121.9947,37.7712,2010-10-11T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57444,64018.37817918034,26284.593499092807,True
70,CE,57449,-121.8124,37.6957,2010-11-18T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57449,80201.45271635518,18121.232037837235,True
71,CE,57451,-121.8891,37.6986,2009-12-03T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57451,75995.99916644716,23430.29209659038,True
72,CE,57452,-121.8931,37.7008,2009-12-03T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57452,75591.84761674723,23574.401963084747,True
73,CE,57453,-121.9555,37.7682,2010-10-07T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57453,66306.00299163455,23675.25577081759,True
74,CE,57475,-121.9589,37.7558,2010-11-11T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57475,67248.51523258066,24722.172656283634,True
75,CE,57522,-121.9707,37.5693,2013-04-11T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57522,83445.82079665846,37656.48423897511,True
76,CE,57528,-121.773,37.753,2003-08-11T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57528,77054.5285668184,11592.538228178615,True
78,CE,57600,-121.9378,37.329,2002-03-27T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57600,106799.31988590673,50867.50308946837,True
79,CE,57604,-121.904,37.354,2002-03-27T00:00:00.000000Z,2006-08-31T00:00:00.000000Z,CE.57604,106294.33691490321,46815.61469189165,True
80,CE,57608,-121.9053,37.3347,2016-04-06T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57608,107966.84880289348,48159.19133538057,True
81,CE,57651,-121.9633,37.4249,2018-04-14T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57651,96838.83291897301,46485.92005530979,True
82,CE,57950,-121.9278,37.4682,2004-02-19T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.57950,94771.0388871044,41129.22368805747,True
83,CE,58043,-122.528,37.8218,2012-11-09T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58043,31919.589943291023,61035.799224916926,True
84,CE,58065,-122.0319,37.2552,2002-06-25T00:00:00.000000Z,2016-06-01T00:00:00.000000Z,CE.58065,108572.46103659019,62425.56167446245,True
85,CE,58086,-122.1726,37.4354,2006-04-14T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58086,85057.62910668542,60831.002893532,True
86,CE,58127,-122.2564,37.4286,2000-01-26T00:00:00.000000Z,2022-04-21T00:00:00.000000Z,CE.58127,81321.48557382035,67282.79509837214,True
87,CE,58130,-122.4334,37.7401,2000-08-18T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58130,44155.58476917491,59633.214665772175,True
88,CE,58131,-122.4298,37.7894,2003-05-07T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58131,39915.878563986,56159.126921607676,True
89,CE,58132,-122.5141,37.7785,2005-05-03T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58132,36525.18190132955,62875.88099761221,True
90,CE,58133,-122.4093,37.8026,2000-08-24T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58133,39792.10486142855,53837.14711175487,True
91,CE,58137,-122.2766,37.7897,2005-03-24T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58137,47814.44295418856,45217.23289064826,True
92,CE,58163,-122.361,37.807,2002-10-31T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58163,41896.27408288844,50108.22215819299,True
93,CE,58198,-122.4761,37.8072,2002-06-13T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58198,35919.57117533794,58295.02667903309,True
94,CE,58204,-122.3272,37.8212,2010-09-09T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58204,42368.241946311624,46773.524854514195,True
95,CE,58209,-122.185,37.8785,2004-08-16T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58209,44556.47619860892,32905.8768288062,True
96,CE,58211,-122.1615,37.8479,2007-02-01T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58211,48520.77318677178,33219.24863955196,True
97,CE,58215,-122.317,37.584,2004-06-16T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58215,64210.453411608454,61501.097174264294,True
98,CE,58219,-122.061,37.6569,2002-06-20T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58219,70895.75294251266,38444.06107369705,True
99,CE,58222,-122.4579,37.7924,2003-06-16T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58222,38190.957517795905,57965.21176920502,True
100,CE,58223,-122.398,37.622,1995-05-19T00:00:00.000000Z,2021-12-21T00:00:00.000000Z,CE.58223,56595.555931482755,64812.77075868102,True
101,CE,58226,-122.285,37.456,2004-06-16T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58226,77373.78296919043,67548.4858111522,True
102,CE,58238,-122.4681,37.7054,2005-07-06T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58238,45471.134655803224,64372.70377818428,True
103,CE,58267,-122.4808,37.9427,2008-08-26T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58267,23515.001620016883,49780.0825422747,True
104,CE,58295,-122.228,37.848,2005-09-14T00:00:00.000000Z,2022-04-28T00:00:00.000000Z,CE.58295,45082.22985294968,37956.03301843572,True
105,CE,58306,-122.455,37.763,2005-12-30T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58306,40980.303681667814,59678.048038317276,True
106,CE,58309,-122.322,37.798,2006-03-09T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58309,44721.77875673655,47914.5573524617,True
107,CE,58339,-122.0802,37.6971,2007-06-22T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58339,66285.64685555319,37208.201606630566,True
108,CE,58340,-122.0277,37.7152,2007-06-21T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58340,67363.02227340304,32277.47563637827,True
109,CE,58346,-122.1259,37.6799,2007-08-29T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58346,65475.009408561105,41594.33405492451,True
110,CE,58347,-122.1078,37.6747,2007-12-12T00:00:00.000000Z,2022-06-29T00:00:00.000000Z,CE.58347,66877.59896260494,40637.38718952968,True
111,CE,58349,-122.113,37.695,2007-12-13T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58349,64782.016470448645,39690.688043123555,True
112,CE,58350,-122.0537,37.7029,2007-12-11T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58350,67130.30982444657,34935.86094889816,True
113,CE,58351,-122.1409,37.7095,2007-08-30T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58351,62036.76591032919,40743.54018718792,True
114,CE,58352,-122.1401,37.6883,2007-08-30T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58352,63985.77637886732,42064.06294027641,True
115,CE,58360,-122.0603,37.9036,2008-01-23T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58360,48717.81725618524,22380.67664816419,True
116,CE,58361,-122.1526,37.8952,2008-01-24T00:00:00.000000Z,2018-01-09T00:00:00.000000Z,CE.58361,44723.371918577504,29509.883445083386,True
117,CE,58362,-122.1706,37.8995,2008-02-05T00:00:00.000000Z,2012-11-15T00:00:00.000000Z,CE.58362,43409.25827791152,30513.745187546,True
118,CE,58368,-122.271,37.9806,2008-02-04T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58368,30942.254113957406,32388.23121702728,True
119,CE,58369,-122.0168,37.9147,2008-02-06T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58369,49954.46708294311,18556.378060809395,True
120,CE,58373,-122.342,37.465,2003-06-02T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58373,73604.70017064935,71044.94828099656,True
121,CE,58374,-122.2685,37.5182,2003-05-29T00:00:00.000000Z,2010-09-02T00:00:00.000000Z,CE.58374,72639.22819425593,62316.385675162404,True
122,CE,58376,-122.1303,37.6233,2003-05-29T00:00:00.000000Z,2019-11-18T00:00:00.000000Z,CE.58376,70341.32287991518,45586.77749413789,True
123,CE,58378,-122.3142,37.4841,2003-06-03T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58378,73332.49284009804,67809.59675050272,True
124,CE,58388,-122.0517,37.5663,2009-06-03T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58388,79533.83936041572,43658.55503834065,True
125,CE,58393,-122.0836,37.6566,2003-05-06T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58393,69756.26079729677,40081.21075372946,True
126,CE,58395,-122.381,37.5925,2010-09-29T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58395,60126.990988178426,65522.25602097256,True
127,CE,58398,-122.2538,37.762,2008-04-21T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58398,51482.87430894335,45393.69767393177,True
128,CE,58406,-122.0502,37.626,2008-09-30T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58406,74235.54474023667,39676.378581050776,True
129,CE,58407,-122.1265,37.6656,2009-06-02T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58407,66730.95493953805,42566.37570141401,True
130,CE,58408,-122.3422,37.9608,2008-08-20T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58408,29050.03071842449,38743.77974917248,True
131,CE,58409,-122.0914,37.7095,2008-10-09T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58409,64591.50552239992,37204.10692851558,True
132,CE,58418,-122.092,37.6252,2008-12-16T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58418,72149.17578061877,42721.557404955005,True
133,CE,58419,-122.0302,37.6146,2009-01-07T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58419,76294.50016615767,38983.531812506044,True
134,CE,58420,-122.0257,37.654,2008-12-15T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58420,72978.1836497735,36104.91866970825,True
135,CE,58421,-122.365,37.948,2009-01-15T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58421,29023.139565180296,41200.11317951312,True
136,CE,58422,-122.3855,37.9262,2009-01-14T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58422,29922.60748799891,44080.07550671476,True
137,CE,58423,-122.1747,37.7808,2009-05-12T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58423,53876.905516272054,38523.714985589795,True
138,CE,58424,-122.1497,37.7451,2009-05-12T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58424,58379.101256937305,39058.790459204574,True
139,CE,58427,-122.1189,37.643,2013-03-12T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58427,69157.46878034134,43490.908297611255,True
140,CE,58429,-122.2086,37.9057,2013-03-13T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58429,40893.40921056781,32819.124285244034,True
141,CE,58438,-122.2996,37.9299,2009-06-30T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58438,34024.929212814015,37725.572177333124,True
142,CE,58442,-122.1241,37.8563,2010-09-21T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58442,49692.091711004265,30004.75039644003,True
143,CE,58443,-122.0234,37.8518,2010-10-18T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58443,55280.93006326772,23107.923444790198,True
144,CE,58446,-122.3378,37.8075,2009-08-26T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58446,43051.20535251496,48421.93689856419,True
145,CE,58447,-122.0999,37.5251,2011-01-31T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58447,80751.20079758663,49788.59846078626,True
146,CE,58461,-122.178,37.4243,2010-03-03T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58461,85776.10236619382,61940.11629275875,True
147,CE,58463,-122.2806,37.8097,2011-02-22T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58463,45809.954692882195,44200.18676140445,True
148,CE,58467,-122.0609,37.9727,2010-07-26T00:00:00.000000Z,2015-07-15T00:00:00.000000Z,CE.58467,42464.57502346756,17938.280336599848,True
149,CE,58471,-122.2505,37.8761,2002-06-24T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58471,41394.57122161779,37731.29634953949,True
150,CE,58486,-122.0962,37.6896,2011-06-23T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58486,66135.19758078814,38839.787938691705,True
151,CE,58487,-122.1074,37.6887,2011-06-06T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58487,65638.12720560387,39699.391503613726,True
152,CE,58493,-122.0897,37.6976,2012-07-19T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58493,65750.47270724684,37855.29618053811,True
153,CE,58497,-122.03,37.675,2012-03-20T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58497,70865.05013687191,35050.29457416113,True
154,CE,58505,-122.3434,37.9355,2005-03-17T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58505,31261.271902064946,40478.1748743492,True
155,CE,58525,-122.1091,37.5127,2014-04-24T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58525,81391.29883838973,51253.587226172145,True
156,CE,58526,-122.1289,37.4986,2014-04-11T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58526,81635.44688846359,53589.20244466749,True
157,CE,58527,-122.3776,37.7374,2019-08-14T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58527,47288.962189980266,55830.05479570081,True
158,CE,58528,-122.3861,37.7558,2019-08-15T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58528,45196.17443028382,55236.29618120604,True
159,CE,58531,-122.0531,37.681,2021-12-22T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58531,69133.29178347465,36314.332067013594,True
160,CE,58539,-122.3901,37.675,2002-12-20T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58539,52245.629257037224,60791.60379876941,True
161,CE,58556,-122.3696,37.925,2015-09-29T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58556,30851.714533978433,43027.03215735776,True
162,CE,58557,-122.1162,37.6253,2020-08-20T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58557,70889.96948424548,44447.54980538334,True
163,CE,58558,-122.3298,37.9783,2004-01-09T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58558,28117.329809969964,36721.23343920381,True
164,CE,58560,-122.5081,37.5849,2013-08-06T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58560,54207.06271748607,75097.60847282928,True
165,CE,58565,-122.5243,37.9694,2002-07-24T00:00:00.000000Z,2016-11-22T00:00:00.000000Z,CE.58565,18868.875370282818,51126.47139723107,True
166,CE,58575,-122.4063,37.7545,2015-07-22T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58575,44266.765773102336,56761.42204481181,True
167,CE,58579,-122.3916,37.765,2015-12-29T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58579,44085.11426856499,55028.40724163009,True
168,CE,58592,-122.4239,37.6284,2016-03-23T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58592,54676.84662058301,66244.94478437403,True
169,CE,58605,-122.3625,37.8131,2014-01-23T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58605,41270.7114745323,49817.42539909456,True
170,CE,58619,-122.2675,37.5302,2004-01-09T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58619,71612.39306216442,61463.485767854516,True
171,CE,58625,-122.0749,37.3266,2016-09-22T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58625,99913.97620012416,60884.29171338069,True
172,CE,58626,-122.0352,37.2665,2016-06-01T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58626,107383.75621609941,61929.819095185005,True
173,CE,58637,-122.051,37.68,1993-07-30T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58637,69331.66414433536,36228.943820663015,True
174,CE,58642,-122.3741,37.8252,2003-09-11T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58642,39583.804033459935,49855.05658752626,True
175,CE,58653,-122.09,37.67,2010-12-21T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58653,68219.5774974574,39669.07482894927,True
176,CE,58662,-122.396,37.639,1994-03-10T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58662,55172.67614263412,63561.01149970754,True
177,CE,58663,-122.075,37.5362,2003-05-27T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58663,81039.71396862442,47282.72216015206,True
178,CE,58664,-122.136,37.492,2003-06-05T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58664,81861.75175522982,54527.12858863008,True
179,CE,58665,-122.03,37.5349,2002-09-04T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,CE.58665,83482.63193737468,44140.403365851176,True
